Company,Job_Title,Job_URL,Country,City,Sector,Tech_Stack,Source,Reason_Match,Hiring_Confidence,Language_Requirement,Scraped_At
DCI Data Centers,Data Centre Technical Operations Engineer (TOE) Internship,https://www.linkedin.com/jobs/view/4425853131,New Zealand,Auckland,Tech,Unknown,Indeed/LinkedIn New Zealand,"Actively hiring in Auckland, New Zealand",High,English,2026-06-17
Rocket Lab,Development Engineer I,https://www.linkedin.com/jobs/view/4425535834,New Zealand,Auckland,Tech,Unknown,Indeed/LinkedIn New Zealand,"Actively hiring in Auckland, New Zealand",High,English,2026-06-17
Government Communications Security Bureau,"System Engineer, Technology & Data",https://nz.indeed.com/viewjob?jk=df61202d961d9952,New Zealand,Wellington,Tech,Unknown,Indeed/LinkedIn New Zealand,"Actively hiring in Wellington, New Zealand",High,English,2026-06-17
Easy Crypto,Cybersecurity Specialist – Easy Crypto,https://nz.indeed.com/viewjob?jk=d3ca5ff557db4744,New Zealand,Wellington,Tech,Unknown,Indeed/LinkedIn New Zealand,"Actively hiring in Wellington, New Zealand",High,English,2026-06-17
Trimble Inc.,Software Engineer,https://www.linkedin.com/jobs/view/4375805652,New Zealand,Wellington,Tech,Unknown,Indeed/LinkedIn New Zealand,"Actively hiring in Wellington, New Zealand",High,English,2026-06-17
Ambition,"Principal Data Engineer (Python) - salary up to NZD 250,000-350,000",https://www.linkedin.com/jobs/view/4418743948,New Zealand,Wellington,Tech,Unknown,Indeed/LinkedIn New Zealand,"Actively hiring in Wellington, New Zealand",High,English,2026-06-17
Hexaware Technologies,Senior Data Engineer,https://www.linkedin.com/jobs/view/4425567661,New Zealand,Wellington,Tech,Unknown,Indeed/LinkedIn New Zealand,"Actively hiring in Wellington, New Zealand",High,English,2026-06-17
LawPath,Retention Manager,https://au.indeed.com/viewjob?jk=40898391717c9e78,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
AstraZeneca,Senior Regulatory Affairs Associate - Expression of Interest,https://au.indeed.com/viewjob?jk=dba8ae0d90710afe,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
TabCorp Holdings,Safer Gambling Advisor,https://au.indeed.com/viewjob?jk=790595084353a3a3,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Kmart Australia,Facilities Services Administrator,https://au.indeed.com/viewjob?jk=9f1340da9baed6a6,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
iCare External,Performance and Improvement Coordinator,https://au.indeed.com/viewjob?jk=d8be354ac171e866,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Inova Pharmaceuticals,Accounts Administrator,https://au.indeed.com/viewjob?jk=b2ff4ef5b46ac7bd,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
icare,Performance and Improvement Coordinator,https://au.indeed.com/viewjob?jk=d8e29c7b616f5909,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Australian Red Cross,Senior Business Analyst,https://au.indeed.com/viewjob?jk=c59041d1741af27b,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Chart Industries,HR Administrator,https://au.indeed.com/viewjob?jk=2a491437e473d970,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Little Lion Early Learning,Marketing Specialist,https://au.indeed.com/viewjob?jk=222884326e0b16be,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Telstra,Complex Customer Service Specialist,https://au.indeed.com/viewjob?jk=68ba0d925606b555,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Telstra Business Technology Centre Perth South,Complex Customer Service Specialist,https://au.indeed.com/viewjob?jk=6f0b32001c56dc61,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Basis Expert Consulting Services,SAP ABAP Consultant,https://au.indeed.com/viewjob?jk=5ee737bf9b4f851b,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Allianz,Actuarial Graduate,https://au.indeed.com/viewjob?jk=71e6315e68a30086,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Opal HealthCare,Administration Assistant,https://au.indeed.com/viewjob?jk=0c44c56c4f16843c,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Westpac Group,Data Scientist - DDAI,https://www.linkedin.com/jobs/view/4424130072,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Brighte,Data Engineer,https://www.linkedin.com/jobs/view/4424504383,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
HCLTech - Australia and New Zealand,ETL Data Engineer,https://www.linkedin.com/jobs/view/4424153127,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Linktree,"Staff Applied AI Engineer, AI Experiences & Agents",https://www.linkedin.com/jobs/view/4393056776,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Breaker,Robotic Software Engineer,https://www.linkedin.com/jobs/view/4396026287,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Xinference,AI Solutions Engineer,https://www.linkedin.com/jobs/view/4424512379,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
provenio people,DevOps Engineer / V&V Software Engineer,https://www.linkedin.com/jobs/view/4424520603,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
ASX,"Data Engineer, AWS, daily rate contract",https://www.linkedin.com/jobs/view/4362120255,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Innovior,Data Architect,https://www.linkedin.com/jobs/view/4366724813,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
XPT Software Australia,Data Engineer,https://www.linkedin.com/jobs/view/4424285758,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Platinum Pacific Partners,Data Engineer,https://www.linkedin.com/jobs/view/4424295172,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
The HR Ally,Data Scientist,https://www.linkedin.com/jobs/view/4424411893,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Mary Technology,Senior Software Engineer,https://www.linkedin.com/jobs/view/4424468807,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
TikTok,Site Reliability Engineer - Infrastructure,https://www.linkedin.com/jobs/view/4424444841,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
VAT Talent,Data Scientist / Data Engineer,https://www.linkedin.com/jobs/view/4424093761,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
OpenAI,"AI Deployment Engineer, Startups",https://www.linkedin.com/jobs/view/4424267659,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Beaumont People,Data & Analytics Engineer,https://www.linkedin.com/jobs/view/4422669859,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Sonder,"Fullstack AI Software Engineer - (Agentic Systems, Fullstack Builder)",https://www.linkedin.com/jobs/view/4410366401,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Arkadia Talent,Founding AI Engineer,https://www.linkedin.com/jobs/view/4424031138,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Humanforce,Senior Data Engineer,https://www.linkedin.com/jobs/view/4419644812,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
PropertyMe,Data Cloud Engineer,https://www.linkedin.com/jobs/view/4424021994,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
hipages Group,Data Scientist,https://www.linkedin.com/jobs/view/4422683181,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Instant,Senior Software Engineer,https://www.linkedin.com/jobs/view/4424010573,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
NAB,Full Stack Engineer,https://www.linkedin.com/jobs/view/4419639796,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Marloo,"Founding Engineer, Sydney",https://www.linkedin.com/jobs/view/4422482562,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
Corroboree Talent,Data Engineer,https://www.linkedin.com/jobs/view/4425988382,Australia,Sydney,Tech,Unknown,Indeed/LinkedIn Australia - Sydney,"Actively hiring in Sydney, Australia",High,English,2026-06-17
RMIT University,"Assistant Associate Dean, Data Science & AI Discipline",https://au.indeed.com/viewjob?jk=b97cc2e43c0da9d8,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
genu,Access & Enquiry Officer,https://au.indeed.com/viewjob?jk=0d356bce03c68ac9,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
government schools,Classroom Teacher,https://au.indeed.com/viewjob?jk=40e26e864b23707c,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
Western Health Australia,Data Lead - People Connect,https://au.indeed.com/viewjob?jk=4f63a6e236926bd0,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
Methodist Ladies' College,Head of Commerce,https://au.indeed.com/viewjob?jk=bed016f2d66803ff,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
VicGrid,"Manager, Financial Planning and Analysis",https://au.indeed.com/viewjob?jk=fa48dac348293dc7,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
Device Technologies Australia Pty Ltd,Product Specialist - VIC,https://au.indeed.com/viewjob?jk=9473b068b6bf7eb6,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
Tesla,"Staff EHS Lead, Commercial Energy",https://au.indeed.com/viewjob?jk=bca86aa1de77a05c,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
Vocus,Project Officer,https://au.indeed.com/viewjob?jk=f9273f3fb5019561,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
MUFG,"Team Leader, Link Advice",https://au.indeed.com/viewjob?jk=42d8b9487b20e50b,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
WPP Media,Implementation & Activation Manager,https://au.indeed.com/viewjob?jk=63642dce374c4ae7,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
Western Health Newfoundland,Test & Quality Manager - PeopleConnect,https://au.indeed.com/viewjob?jk=8f6957b5b4b9e86b,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
BMW Group,Business Controller,https://au.indeed.com/viewjob?jk=edc55812d48266bd,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
Melbourne Racing Club,Ticketing and Membership Manager,https://au.indeed.com/viewjob?jk=76a86a6e046b0a51,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
NEXTDC,24/7 Data Centre Technician,https://au.indeed.com/viewjob?jk=4f33747ca7c89f05,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
Royal Melbourne Hospital,Planned Surgery Booking Clerk (eHAQ role) 1,https://au.indeed.com/viewjob?jk=7a25485d24924f40,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
Melbourne Water,Leading Hand Maintenance,https://au.indeed.com/viewjob?jk=3ab34f28e069ff61,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
Maincode,AI Research Resident,https://www.linkedin.com/jobs/view/4314224612,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
Saab Australia,Software Engineer - Multiple Opportunities,https://www.linkedin.com/jobs/view/4424342650,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
Konnexus,AI Engineer,https://www.linkedin.com/jobs/view/4423993861,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
Wesfarmers,"Senior AI Engineer, AI Accelerator",https://www.linkedin.com/jobs/view/4421141898,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
Fusion Markets,Senior Software Engineer,https://www.linkedin.com/jobs/view/4424495796,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
HUB24 Limited,Software Engineer,https://www.linkedin.com/jobs/view/4414727674,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
appliers.ai,Senior Agentic Software Engineers,https://www.linkedin.com/jobs/view/4424527044,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
MYOB,AI Engineering Manager,https://www.linkedin.com/jobs/view/4406101747,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
Entain Australia & New Zealand,Machine Learning Engineer,https://www.linkedin.com/jobs/view/4425924599,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
RACV,AI Engineer,https://www.linkedin.com/jobs/view/4424322297,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
Andromeda,Special Projects Engineer,https://www.linkedin.com/jobs/view/4423591695,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
Australian Energy Market Operator (AEMO),Engineer - Victorian System Integration & Control,https://www.linkedin.com/jobs/view/4414445310,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
Preacta,AI Engineer,https://www.linkedin.com/jobs/view/4417845441,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
PRA,AI Engineer,https://www.linkedin.com/jobs/view/4424014664,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
tekFinder,Data Engineer,https://www.linkedin.com/jobs/view/4424250921,Australia,Melbourne,Tech,Unknown,Indeed/LinkedIn Australia - Melbourne,"Actively hiring in Melbourne, Australia",High,English,2026-06-17
